inputM/20Tasks_200_S_L.npy
inputM/20Tasks_300_S_L.npy
inputM/20Tasks_400_S_L.npy
Infeasible in ILP 
[ {'resource': 2, 'exclusive-R': 0.09640652971098901, 'shared-R': 0.09174199591976723, 'period': 2.67942819550102, 'deadline': 2.67942819550102, 'block': 0.02}
 {'resource': 8, 'exclusive-R': 2.7454018708103662, 'shared-R': 13.35383887516873, 'period': 40.8611330731372, 'deadline': 40.8611330731372, 'block': 0.01}
 {'resource': 2, 'exclusive-R': 0.3971281626527563, 'shared-R': 0.15742738720101226, 'period': 4.868529690162056, 'deadline': 4.868529690162056, 'block': 0.08}
 {'resource': 10, 'exclusive-R': 2.612194324433569, 'shared-R': 5.467849544352034, 'period': 57.06955963785177, 'deadline': 57.06955963785177, 'block': 0.08}
 {'resource': 4, 'exclusive-R': 0.23647537899662754, 'shared-R': 0.021674545185381578, 'period': 5.969168243796256, 'deadline': 5.969168243796256, 'block': 0.01}
 {'resource': 8, 'exclusive-R': 4.996454610999423, 'shared-R': 17.6710030335357, 'period': 90.42538945541457, 'deadline': 90.42538945541457, 'block': 0.08}
 {'resource': 6, 'exclusive-R': 0.70415283456041, 'shared-R': 0.8136058141293123, 'period': 7.987617993573683, 'deadline': 7.987617993573683, 'block': 0.04}
 {'resource': 4, 'exclusive-R': 0.1738146373028311, 'shared-R': 0.3291382186090015, 'period': 10.692942868834255, 'deadline': 10.692942868834255, 'block': 0.02}
 {'resource': 6, 'exclusive-R': -0.000837182744088031, 'shared-R': 7.497193453926413, 'period': 7.529469806496797, 'deadline': 7.529469806496797, 'block': 0.08}
 {'resource': 2, 'exclusive-R': 3.1426550676197484, 'shared-R': 15.278293895733853, 'period': 56.16802831251434, 'deadline': 56.16802831251434, 'block': 0.08}
 {'resource': 6, 'exclusive-R': 0.18378847324892542, 'shared-R': 0.3282359858857268, 'period': 2.353927907060813, 'deadline': 2.353927907060813, 'block': 0.02}
